Name,RA,DEC,Dist,frequency
V* V645 Cen,217.39232147200883,-62.67607511676666,1.3011000156402588,887.5
V* V645 Cen,217.39232147200883,-62.67607511676666,1.3011000156402588,887.5
V* V645 Cen,217.39232147200883,-62.67607511676666,1.3011000156402588,887.5
V* V645 Cen,217.39232147200883,-62.67607511676666,1.3011000156402588,887.5
V* V645 Cen,217.39232147200883,-62.67607511676666,1.3011000156402588,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
CPD-62  4126,216.76791915524447,-62.7820981795451,665.4896850585938,887.5
Gaia DR3 5305975663776393984,146.21935168274075,-57.59553950381841,361.3122863769531,887.5
G  99-49,90.01597644159976,2.7063740799024933,5.1996002197265625,887.5
G  99-49,90.01597644159976,2.7063740799024933,5.1996002197265625,887.5
G  99-49,90.01597644159976,2.7063740799024933,5.1996002197265625,887.5
G  99-49,90.01597644159976,2.7063740799024933,5.1996002197265625,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
V* V543 Vel,152.7673291510976,-51.32995799417393,216.90440368652344,887.5
[M81] I-308,156.50850040886783,-41.09830200222843,85.09600067138672,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
WR  38b,166.57734733600267,-61.23714213140727,7507.507507507506,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
[M81] I-308,156.50850040886783,-41.09830200222843,85.09600067138672,887.5
CD-37  6436,154.43609518392446,-38.0884042958024,273.9248046875,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
WRAY 15-682,163.49818747928552,-60.44564322676116,8680.555555555557,887.5
UCAC4 129-071513,193.09477601636175,-64.31086838797087,102.05331265052864,887.5
UCAC4 129-071513,193.09477601636175,-64.31086838797087,102.05331265052864,887.5
UCAC4 129-071513,193.09477601636175,-64.31086838797087,102.05331265052864,887.5
HD 116071A,200.6151820613206,-60.29281718833619,126.01124020262608,887.5
V* V711 Tau,54.196900129947615,0.5870418111533462,29.430548320545764,887.5
V* V711 Tau,54.196900129947615,0.5870418111533462,29.430548320545764,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
UCAC4 226-023661,122.9544570047119,-44.89957803839983,357.2832184072314,887.5
Gaia DR3 5528304989417863424,129.29012134168826,-40.47682050292242,,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
V* IO Vel,144.51331226030112,-54.21906697105927,172.93857221914777,887.5
UCAC4 213-031289,131.74936926339768,-47.54967298469256,129.1685028076172,887.5
HD  67951,122.09827979548494,-45.79523411180042,365.7109420713868,887.5
HD  89697,155.0906767996108,-36.20378975745688,319.4442138671875,887.5
HD  75347,131.982410557695,-42.58947167502936,438.7456970214844,887.5
V* VX Pyx,128.2436491519788,-34.6340256225395,136.72909545898438,887.5
V* VX Pyx,128.2436491519788,-34.6340256225395,136.72909545898438,887.5
V* VX Pyx,128.2436491519788,-34.6340256225395,136.72909545898438,887.5
V* VX Pyx,128.2436491519788,-34.6340256225395,136.72909545898438,887.5
V* VX Pyx,128.2436491519788,-34.6340256225395,136.72909545898438,887.5
CD-35  4072,119.74110157521106,-35.37145918972815,231.4694061279297,887.5
CD-35  4072,119.74110157521106,-35.37145918972815,231.4694061279297,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
CD-30  6530,128.99871254809142,-30.70858670454957,63.67885479947529,887.5
CD-30  6530,128.99871254809142,-30.70858670454957,63.67885479947529,887.5
* iot01 Nor C,240.8776281316772,-57.77683449327936,40.99459838867188,887.5
HD  41824A,91.19381858578474,-48.45839929665534,30.64299964904785,887.5
HD  56142,108.55850035484649,-36.42660014575208,235.38819885253903,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
* k02 Pup,114.70770724641432,-26.80375088742428,130.2021942138672,887.5
V* V711 Tau,54.196900129947615,0.5870418111533462,29.430548320545764,887.5
V* V711 Tau,54.196900129947615,0.5870418111533462,29.430548320545764,887.5
CD-44  1173,52.98238556267081,-43.98711547070992,45.11108604939664,887.5
LP  771-50,44.11356805043994,-16.460420604493848,29.70752937331967,887.5
V* IO Vel,144.51331226030112,-54.21906697105927,172.93857221914777,887.5
V* IO Vel,144.51331226030112,-54.21906697105927,172.93857221914777,887.5
V* IO Vel,144.51331226030112,-54.21906697105927,172.93857221914777,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
V* V402 Hya,133.30020589629424,-7.7227839535335825,47.536650757734215,887.5
HD  67951,122.09827979548494,-45.79523411180042,365.7109420713868,887.5
HD  67951,122.09827979548494,-45.79523411180042,365.7109420713868,887.5
HD  67951,122.09827979548494,-45.79523411180042,365.7109420713868,887.5
HD  67951,122.09827979548494,-45.79523411180042,365.7109420713868,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
LP  610-59,160.90664670736248,-0.8029156417481359,50.66061441193159,887.5
HD 164224,270.24007583211267,-20.98816673732888,234.30340576171875,887.5
Gaia DR3 4150951648092395904,271.0283501437161,-12.192875164033234,,887.5
V* V824 Ara,259.3560288463286,-66.9516463630546,30.34800052198561,887.5
CD-30  6530,128.99871254809142,-30.70858670454957,63.67885479947529,887.5
Gaia DR3 4151060675856859136,271.4213093366661,-11.759408183852829,109.6759033203125,887.5
Gaia DR3 4151060675856859136,271.4213093366661,-11.759408183852829,109.6759033203125,887.5
2MASS J19551247+0045365,298.8019874219685,0.7601086356146354,180.51980590820312,887.5
[W60] D43,83.90511533193077,-67.08939619004266,,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
CD-63  1238,254.1368694716175,-63.883970479244354,204.62869262695312,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
WT 2458,146.491875412928,-32.89101863068049,12.012055298697772,887.5
V* LS TrA,231.93978214085985,-63.020806511833584,113.07489776611328,887.5
ASAS J122224-7136.8,185.59257393741845,-71.61784782628845,95.2031021118164,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
Gaia DR3 4150951648092395904,271.0283501437161,-12.192875164033234,,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
CD-33  7795,172.97979588278142,-34.60765683405061,49.6743844101912,887.5
V* V773 Tau,63.55385875,28.203433055555557,120.1042504894248,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
V* OY Vel,135.43558019351792,-52.18862992354079,112.99435028248588,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
Gaia DR3 3477650176513390848,175.0861953922687,-33.08877015242976,,887.5
Gaia DR3 3580268215207612672,189.09642204883775,-7.752342488353245,,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
Gaia DR3 3667302325846472320,213.06566557520827,2.4093101388858527,77.28610229492188,887.5
G 124-43,216.9820370876051,-0.3751301143973934,17.518199920654297,887.5
UPM J1337-6538,204.47039961851635,-65.63393510689862,101.16849613030504,887.5
UPM J1337-6538,204.47039961851635,-65.63393510689862,101.16849613030504,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
TWA 22,154.36077015579116,-53.9073717343869,19.79363159696999,887.5
TWA 22,154.36077015579116,-53.9073717343869,19.79363159696999,887.5
UPM J1337-6538,204.47039961851635,-65.63393510689862,101.16849613030504,887.5
UPM J1337-6538,204.47039961851635,-65.63393510689862,101.16849613030504,887.5
UPM J1337-6538,204.47039961851635,-65.63393510689862,101.16849613030504,887.5
1RXS J134442.5-634758,206.1779609415554,-63.79717203683862,98.92077435182163,887.5
RX J0915.7+0653,138.9299583333333,6.894508888888889,245.2964407486448,887.5
RX J0915.7+0653,138.9299583333333,6.894508888888889,245.2964407486448,887.5
2MASS J12203127-6504004,185.1300374861143,-65.06696090189692,122.67559814453124,887.5
2MASS J12203127-6504004,185.1300374861143,-65.06696090189692,122.67559814453124,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
RX J0915.7+0653,138.9299583333333,6.894508888888889,245.2964407486448,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
V* V343 Nor,234.73936530440275,-57.708008517689656,38.49029922485352,887.5
V* V343 Nor,234.73936530440275,-57.708008517689656,38.49029922485352,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
WR 62-1,221.72317209297785,-59.32731855147802,6644.518272425249,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
V* V343 Nor,234.73936530440275,-57.708008517689656,38.49029922485352,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD  32595,76.20454131174071,13.308847313862952,759.843994140625,887.5
HD  32595,76.20454131174071,13.308847313862952,759.843994140625,887.5
V* V1154 Tau,76.40715473414683,23.061016458388565,3288.272216796875,887.5
V* V1154 Tau,76.40715473414683,23.061016458388565,3288.272216796875,887.5
TWA 35,180.1142822387767,-34.093755525560375,70.76039116344235,887.5
TWA 35,180.1142822387767,-34.093755525560375,70.76039116344235,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
HD 115247,199.0125436188549,-5.668902230472798,118.58470153808594,887.5
SDSS J020648.78-061416.3,31.70327988792675,-6.237907754863565,465.4764099121094,887.5
Gaia DR3 2627793452779850880,334.449495737832,-3.010884634571222,150.2136993408203,887.5
Gaia DR3 2683284086646297984,331.075479789535,2.6053914243927947,,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  82533,142.67769359508037,-53.52147215244746,54.2666015625,887.5
HD  35502,81.25501502950834,-2.815478316660979,363.7024913620658,887.5
HD  36150,82.42370106902293,-0.802800195224556,106.30560302734376,887.5
HD  36150,82.42370106902293,-0.802800195224556,106.30560302734376,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
CD-52  6194,218.94997357950763,-52.68227868987172,170.20117779215033,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
HD 138589,233.94676980486992,-56.90389172568617,141.68319637291015,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
HD 151770,252.73950615093796,-36.755641075377255,115.00270080566406,887.5
HD 151770,252.73950615093796,-36.755641075377255,115.00270080566406,887.5
HD 151770,252.73950615093796,-36.755641075377255,115.00270080566406,887.5
HD 151770,252.73950615093796,-36.755641075377255,115.00270080566406,887.5
Gaia DR3 5954839222405630720,267.2037794425423,-44.092660252571086,,887.5
HD 150372,250.5999240906501,-40.05833178692356,224.43099975585935,887.5
HD 152705,254.17809476004484,-39.13735925768554,15.668100357055664,887.5
HD 151770,252.73950615093796,-36.755641075377255,115.00270080566406,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
2MASS J11414215-6521298,175.4252212600259,-65.35832060080597,100.7584991455078,887.5
